 Query_sequence	HMM_Name	Significance_Evalue	Score
0000044507	PF05193.16	1.5e-30	105.7
0000044508	PF05193.16	5.9e-27	93.9
0000047366	PF05193.16	2.2e-23	82.3
0000040478	PF05193.16	8.4e-23	80.4
0000041030	PF05193.16	3.6e-16	58.8
0000040924	PF05193.16	1.9e-15	56.4
0000048439	PF05193.16	3.1e-15	55.7
0000041029	PF05193.16	1.6e-14	53.4
0000042487	PF07691.7	2.8e-24	84.8
0000048939	PF07883.6	1.8e-16	58.8
0000047652	PF07883.6	1.7e-14	52.5
0000044395	PF07883.6	4.9e-13	47.8
0000042422	PF07883.6	1.9e-12	45.9
0000042417	PF07883.6	1.2e-11	43.3
0000040478	PF08367.6	1.3e-69	233.2
0000046056	PF10502.4	9.6e-13	47.2
0000043738	PF10502.4	2.3e-11	42.7
0000047443	PF13091.1	5.7e-35	119.2
0000043421	PF13091.1	4.2e-34	116.4
0000040214	PF13091.1	1.2e-29	102.0
0000042560	PF13091.1	4.8e-29	100.1
0000049042	PF13091.1	2.8e-19	68.5
0000044936	PF13091.1	5e-16	58.0
0000041005	PF13091.1	8.5e-14	50.8
0000040096	PF13091.1	1.5e-12	46.7
0000047664	PF13091.1	2.8e-12	45.9
0000046879	PF13517.1	4.9e-40	135.1
0000043374	PF13935.1	5.1e-37	126.7
0000041596	PF13942.1	1.3e-81	271.9
0000047813	PF13944.1	9.1e-36	122.1
0000046132	PF13950.1	2.7e-33	113.1
0000041210	PF13950.1	8e-26	89.2
0000044890	PF13950.1	1.6e-20	72.2
0000042963	PF13953.1	4.5e-18	64.1
0000042963	PF13954.1	3.5e-39	133.1
0000046985	PF13964.1	1.1e-12	47.0
0000043391	PF13977.1	5.3e-31	106.4
0000042452	PF14057.1	3e-97	324.7
0000043724	TIGR00053	3.3e-12	45.9
0000043724	TIGR02385	2.4e-14	52.7
0000043738	TIGR02771	8e-11	40.9
0000041628	TIGR01593	1.8e-28	98.1
0000040973	TIGR01593	2.1e-25	88.2
0000040785	TIGR01593	8.7e-15	53.9
0000255922	K01114_780_95_420	1.9e-153	510.4
0000256556	K01186_172	1.6e-87	293.2
0000255865	K01186_172	1.7e-11	43.0
0000255190	K01186_172	6.8e-11	41.0
0000257430	K01197_243	2.6e-13	48.5
0000259820	K01197_243	4.3e-12	44.4
0000252296	K03699_483	1.9e-145	483.9
0000256283	K03699_483	3.4e-113	377.6
0000259345	K06972_355	8e-23	79.3
0000259838	K06972_355	2.8e-18	64.2
0000258501	K10815_8	7.9e-20	69.8
0000258502	K10816_8	7.2e-23	80.0
0000257393	K10816_8	4.2e-15	54.4
0000254345	K10954_66	5.5e-27	94.6
0000258749	K11005_20	7.1e-23	79.8
0000252586	K11022_5	1.8e-13	49.9
0000258749	K11029_8	1.5e-14	51.6
0000251027	K11059_3	1.8e-15	55.4
0000251027	K11060_3	6.6e-20	70.3
0000256208	K11060_3	7.4e-17	60.2
0000256367	K11060_3	5.2e-15	54.1
0000251027	K11062_2	4.5e-47	159.9
0000256208	K11062_2	5.9e-12	43.8
0000254907	K11062_2	2.5e-11	41.8
0000253801	K11063_6	7.1e-15	52.1
0000256239	K11063_6	1.2e-12	44.8
0000256165	K11068_1278_95_625	1.5e-62	209.9
0000257724	K12340_892	1.7e-54	184.4
0000258795	K12340_892	1.2e-50	171.7
0000259890	K12340_892	1.3e-27	95.8
0000255869	K12340_892	3.4e-13	48.3
0000256290	K01364_14	5.4e-42	143.1
0000255241	PF00246.19	5.8e-21	74.7
0000250699	PF00267.16	1.9e-110	368.7
0000258749	PF00353.14	2.6e-11	42.2
0000256303	PF00652.17	1.8e-22	79.1
0000254611	PF00652.17	9.7e-13	47.6
0000259345	PF00675.15	1.2e-26	92.7
0000259838	PF00675.15	2.7e-23	81.8
0000256631	PF00675.15	2.5e-16	59.2
0000259050	PF00675.15	6.9e-12	44.7
0000253135	PF00717.18	4.4e-18	64.1
0000259506	PF00717.18	1.1e-16	59.6
0000258166	PF00717.18	1.4e-16	59.2
0000250898	PF00717.18	3.6e-16	58.0
0000256862	PF00717.18	4.5e-16	57.7
0000250901	PF00717.18	8.1e-16	56.8
0000253418	PF00717.18	1.1e-15	56.4
0000255445	PF00717.18	1.6e-15	55.9
0000259037	PF00717.18	5.7e-15	54.1
0000254631	PF00717.18	6.1e-15	54.0
0000259950	PF00717.18	1.2e-14	53.1
0000250900	PF00717.18	8.7e-14	50.3
0000251070	PF00717.18	2e-13	49.2
0000250046	PF00717.18	7.6e-12	44.1
0000257725	PF00873.14	0	1264.7
0000258796	PF00873.14	0	1038.7
0000251638	PF00873.14	4.3e-238	791.9
0000255867	PF00873.14	2.7e-230	766.1
0000256261	PF00873.14	9.2e-204	678.2
0000258500	PF00873.14	1.9e-77	260.1
0000257856	PF00881.19	4e-36	123.7
0000257783	PF00881.19	1.4e-34	118.7
0000250200	PF00881.19	2.2e-33	114.8
0000254608	PF00881.19	1.1e-31	109.2
0000251641	PF00881.19	2.7e-31	108.0
0000258774	PF00881.19	1.2e-30	105.9
0000257911	PF00881.19	2.2e-30	105.1
0000253173	PF00881.19	5.3e-30	103.8
0000251019	PF00881.19	3.8e-26	91.3
0000250670	PF00881.19	1.4e-24	86.2
0000251842	PF00881.19	6.9e-23	80.7
0000250668	PF00881.19	7.9e-19	67.5
0000250232	PF00881.19	1.4e-17	63.4
0000255716	PF00882.13	1.6e-12	46.8
0000256724	PF00903.20	1.2e-17	63.4
0000255620	PF00903.20	1.6e-17	63.1
0000256657	PF01325.14	3.1e-13	48.8
0000250233	PF01325.14	3.8e-13	48.6
0000251980	PF01325.14	5.3e-12	44.9
0000253802	PF01473.15	2.5e-23	80.3
0000259770	PF01473.15	1.3e-16	59.1
0000255604	PF01473.15	8.5e-16	56.6
0000253801	PF01473.15	1.5e-15	55.8
0000252839	PF01473.15	1.1e-11	43.6
0000256239	PF01473.15	3.1e-11	42.2
0000259419	PF01636.18	6.3e-22	77.9
0000259797	PF01636.18	1e-16	60.8
0000259640	PF01636.18	2.5e-13	49.7
0000257433	PF01636.18	9.4e-11	41.3
0000256290	PF01640.12	2.1e-54	183.6
0000251134	PF01909.18	4.3e-14	52.0
0000257108	PF01909.18	2.7e-13	49.4
0000250152	PF01909.18	5e-13	48.6
0000258034	PF01909.18	1.4e-12	47.1
0000259102	PF01909.18	3.1e-11	42.8
0000255146	PF02452.12	1.8e-29	101.6
0000257138	PF02452.12	4.6e-22	77.7
0000254902	PF02452.12	3.2e-13	49.3
0000251656	PF02452.12	1.7e-10	40.4
0000256657	PF02742.10	8.8e-15	53.6
0000255815	PF02742.10	2.4e-14	52.1
0000255748	PF02742.10	2.7e-13	48.8
0000250233	PF02742.10	5.6e-13	47.8
0000257251	PF03372.18	2.3e-17	63.2
0000252684	PF03372.18	2e-16	60.1
0000259216	PF03372.18	2.7e-16	59.6
0000250644	PF03372.18	1.1e-15	57.7
0000251143	PF04221.7	2.7e-17	61.7
0000256035	PF04221.7	7.4e-17	60.3
0000258478	PF04488.10	3.1e-15	55.8
0000251778	PF05016.9	3.1e-16	58.9
0000258939	PF05016.9	6.9e-14	51.4
0000251144	PF05016.9	9.4e-12	44.6
0000257952	PF05105.7	1.3e-43	146.8
0000252259	PF05105.7	3.8e-43	145.3
0000251432	PF05105.7	1.9e-11	43.0
0000259838	PF05193.16	1.7e-34	118.5
0000259345	PF05193.16	3.6e-32	110.9
0000259050	PF05193.16	2.7e-13	49.4
0000252649	PF07591.6	1.9e-33	114.5
0000250784	PF07883.6	7.6e-18	63.2
0000254073	PF07883.6	5.6e-15	54.0
0000252773	PF07883.6	5.6e-15	54.0
0000257352	PF07883.6	1.7e-14	52.4
0000258253	PF07883.6	1.4e-13	49.5
0000256565	PF07883.6	2e-12	45.8
0000258347	PF07883.6	2.2e-12	45.7
0000255902	PF07883.6	5.4e-12	44.4
0000253469	PF07883.6	7.7e-12	44.0
0000253455	PF07883.6	2.4e-11	42.4
0000257662	PF07883.6	3.1e-11	42.0
0000259452	PF07883.6	3.6e-11	41.8
0000258260	PF07883.6	3.7e-11	41.8
0000259424	PF07906.8	2e-99	332.0
0000254632	PF07927.7	1e-16	60.0
0000250415	PF08845.5	1.1e-12	47.0
0000257110	PF08845.5	2e-12	46.2
0000256973	PF08845.5	1e-10	40.7
0000250901	PF10502.4	3.6e-11	42.1
0000258478	PF12919.2	1.2e-11	43.2
0000255751	PF13091.1	2.6e-34	117.1
0000255710	PF13091.1	1.3e-33	114.8
0000250748	PF13091.1	5.9e-32	109.5
0000252523	PF13091.1	7.6e-26	89.7
0000259621	PF13091.1	3e-25	87.8
0000250858	PF13091.1	4.7e-19	67.8
0000252171	PF13950.1	3.1e-33	112.9
0000251604	PF13950.1	3.5e-30	103.1
0000250946	PF13950.1	6.6e-30	102.2
0000251957	PF13950.1	1.1e-29	101.5
0000250014	PF13950.1	1.7e-23	81.7
0000250790	PF13953.1	5.7e-19	66.9
0000255646	PF13953.1	3.2e-16	58.1
0000259550	PF13954.1	2.8e-39	133.4
0000259819	PF13975.1	1.2e-12	46.8
0000256002	PF13983.1	4.3e-49	164.0
0000254556	PF13983.1	9.6e-48	159.7
0000256767	3.4.21.19_6	1e-23	83.4
0000256290	3.4.22.10_6	6.5e-31	106.9
0000256034	TIGR00053	1.4e-24	85.7
0000256320	TIGR02116	1.2e-30	104.7
0000256034	TIGR02385	9.4e-27	92.5
0000258939	TIGR02385	2e-10	40.1
0000250901	TIGR02771	8.7e-12	44.0
0000250900	TIGR02771	1.1e-10	40.4
0000255922	TIGR03396	7.6e-280	929.2
0000251842	TIGR03605	4.2e-15	54.8
0000257952	TIGR01593	8.3e-28	96.0
0000252259	TIGR01593	1.3e-27	95.3
0000251432	TIGR01593	3.4e-11	42.3
0000300946	K01186_172	5.7e-25	87.3
0000303645	K01197_243	4.9e-14	50.9
0000305618	K03699_483	4.9e-125	416.6
0000300438	K03699_483	1.3e-109	365.8
0000308036	K03699_483	7.2e-106	353.4
0000308354	K03699_483	1.7e-79	266.5
0000300633	K03699_483	2.5e-79	265.9
0000308234	K03699_483	1.9e-66	223.5
0000300772	K06972_355	1e-296	985.9
0000302451	K06972_355	1.9e-234	779.8
0000305913	K06972_355	3.4e-12	44.1
0000302649	K10815_8	3.2e-17	61.2
0000302650	K10816_8	4.1e-16	57.7
0000306906	K11022_5	3.8e-18	64.9
0000308187	K11029_8	2.3e-26	90.7
0000302474	K11041_146	6.7e-28	96.8
0000304050	K11059_3	2.1e-18	65.1
0000304050	K11060_3	1.9e-47	161.2
0000306147	K11060_3	1.1e-27	96.0
0000307118	K11060_3	9.8e-15	53.2
0000301676	K11060_3	5.7e-13	47.4
0000307463	K11060_3	4e-11	41.3
0000304050	K11061_2	7.5e-19	66.4
0000306147	K11061_2	1.8e-11	42.0
0000304050	K11062_2	1.2e-34	118.8
0000303022	K11062_2	1.9e-30	104.9
0000306147	K11062_2	9.4e-24	82.8
0000304103	K11062_2	4.3e-18	64.1
0000300880	K11062_2	5.5e-17	60.5
0000307463	K11062_2	3.4e-11	41.3
0000302798	K11063_6	1.3e-28	97.8
0000300588	K12340_892	7.2e-61	205.4
0000305923	K12340_892	8.5e-55	185.3
0000304323	K12340_892	6.1e-50	169.3
0000303446	K12340_892	6.4e-47	159.4
0000304337	K12340_892	7.2e-46	155.9
0000303623	K12340_892	7.3e-45	152.6
0000304720	K12340_892	1.1e-34	119.1
0000303439	K12340_892	1.6e-11	42.7
0000300269	PF00246.19	3.3e-41	141.1
0000308160	PF00267.16	1e-120	402.4
0000302747	PF00652.17	3.7e-11	42.5
0000309442	PF00675.15	7.3e-15	54.4
0000305913	PF00675.15	7.2e-12	44.7
0000305496	PF00717.18	8.6e-21	72.8
0000300069	PF00717.18	2.2e-20	71.5
0000302576	PF00717.18	2.5e-19	68.1
0000302575	PF00717.18	3.9e-19	67.5
0000302855	PF00717.18	6.8e-18	63.5
0000305466	PF00717.18	7.8e-18	63.3
0000302668	PF00717.18	9.2e-18	63.1
0000301160	PF00717.18	1.7e-17	62.2
0000300071	PF00717.18	4.9e-17	60.7
0000303532	PF00717.18	7.4e-17	60.2
0000307607	PF00717.18	1.1e-16	59.6
0000305018	PF00717.18	2e-16	58.8
0000305125	PF00717.18	1.1e-14	53.2
0000302616	PF00717.18	2.2e-14	52.2
0000302368	PF00717.18	2.6e-14	52.0
0000307606	PF00717.18	6.2e-14	50.8
0000303445	PF00873.14	0	1110.1
0000303624	PF00873.14	0	1105.8
0000305924	PF00873.14	4.5e-293	973.9
0000304325	PF00873.14	9e-190	631.9
0000301652	PF00873.14	7.2e-170	566.0
0000308977	PF00873.14	2.5e-123	411.9
0000304324	PF00873.14	9e-91	304.2
0000300190	PF00873.14	7.9e-68	228.2
0000306930	PF00881.19	7.1e-32	109.9
0000303316	PF00881.19	1.9e-31	108.5
0000308874	PF00881.19	1.1e-29	102.8
0000305831	PF00881.19	3e-28	98.1
0000307725	PF00881.19	4.1e-26	91.2
0000306827	PF00881.19	5e-26	90.9
0000302718	PF00881.19	1.5e-25	89.3
0000307723	PF00881.19	2.9e-20	72.2
0000302551	PF00881.19	2.9e-18	65.6
0000309300	PF00881.19	3.7e-17	62.0
0000301520	PF00881.19	1.3e-16	60.3
0000305498	PF00881.19	7.5e-15	54.5
0000305000	PF00882.13	3.7e-26	91.1
0000309642	PF00882.13	1.2e-22	79.7
0000306754	PF00882.13	1.5e-12	46.8
0000305687	PF00882.13	2.1e-11	43.1
0000308063	PF00882.13	5.5e-11	41.8
0000304143	PF00903.20	3e-14	52.5
0000308093	PF00903.20	9.8e-12	44.4
0000300220	PF01636.18	2.4e-12	46.5
0000308716	PF01636.18	2.8e-11	43.0
0000309078	PF01909.18	5.3e-14	51.7
0000307264	PF01909.18	5.1e-12	45.4
0000301636	PF01909.18	4.7e-11	42.3
0000301758	PF02395.11	1.9e-239	796.2
0000303777	PF02395.11	2.5e-212	706.5
0000304169	PF02452.12	1.5e-31	108.3
0000301747	PF02452.12	3.7e-31	107.0
0000300634	PF02452.12	4.3e-31	106.8
0000302556	PF02452.12	2.5e-30	104.3
0000306922	PF02452.12	9.2e-29	99.3
0000302394	PF02452.12	1.2e-27	95.7
0000306387	PF02452.12	1.9e-24	85.4
0000309248	PF02452.12	7.3e-15	54.5
0000305885	PF02742.10	7.1e-17	60.3
0000308766	PF02742.10	5.1e-14	51.1
0000303861	PF02742.10	3.1e-12	45.4
0000300278	PF02742.10	5.7e-12	44.5
0000302588	PF02742.10	1.7e-11	43.1
0000304942	PF02742.10	1.5e-10	40.0
0000302450	PF03372.18	3e-29	102.1
0000303946	PF03372.18	1.6e-27	96.5
0000305106	PF03372.18	1.2e-26	93.5
0000308461	PF03372.18	2.9e-26	92.3
0000300369	PF03372.18	2.5e-25	89.3
0000303426	PF03372.18	2e-20	73.2
0000306267	PF03372.18	3.2e-18	66.0
0000305810	PF03372.18	8.4e-15	54.8
0000308187	PF03497.11	1.2e-38	132.1
0000301117	PF03837.9	3.9e-58	195.4
0000306426	PF03837.9	6.4e-41	139.2
0000306109	PF03837.9	6.4e-29	100.1
0000309392	PF04221.7	1.6e-14	52.8
0000306404	PF04221.7	4.6e-11	41.7
0000309327	PF04488.10	1.3e-14	53.8
0000307473	PF05015.8	2.4e-21	75.1
0000303136	PF05016.9	1.6e-13	50.2
0000304528	PF05016.9	2.7e-13	49.5
0000303708	PF05016.9	2e-11	43.5
0000301083	PF05105.7	9.3e-35	118.3
0000304102	PF05105.7	1e-27	95.5
0000309677	PF05105.7	2.8e-24	84.4
0000305913	PF05193.16	2.2e-25	88.8
0000302451	PF05193.16	1.4e-23	82.9
0000300772	PF05193.16	1.6e-22	79.5
0000309441	PF05193.16	8.2e-16	57.6
0000309442	PF05193.16	3.9e-13	48.9
0000304972	PF07591.6	3.5e-52	175.1
0000304981	PF07591.6	3.8e-31	107.1
0000304968	PF07591.6	9.3e-29	99.3
0000304977	PF07591.6	4.5e-14	51.8
0000304966	PF07591.6	1.1e-12	47.4
0000304975	PF07591.6	1e-10	41.0
0000306183	PF07883.6	1.3e-17	62.4
0000306528	PF07883.6	6.4e-15	53.8
0000309322	PF07883.6	1.7e-14	52.4
0000307947	PF07883.6	9.9e-14	50.0
0000304868	PF07883.6	1.2e-12	46.6
0000306962	PF07883.6	1.5e-12	46.2
0000309135	PF07883.6	7.5e-12	44.0
0000309833	PF07883.6	5e-11	41.3
0000300772	PF08367.6	7.4e-58	194.7
0000302451	PF08367.6	2.2e-43	147.3
0000307607	PF10502.4	3.3e-12	45.5
0000302576	PF10502.4	4.2e-12	45.2
0000307606	PF10502.4	5.6e-12	44.8
0000303532	PF10502.4	2.4e-11	42.7
0000302575	PF10502.4	2.6e-11	42.6
0000300308	PF10671.4	2.5e-23	81.2
0000301611	PF11647.3	5.9e-11	41.2
0000302782	PF13091.1	6.1e-36	122.3
0000307474	PF13091.1	4.3e-35	119.6
0000300962	PF13091.1	1.1e-34	118.3
0000307237	PF13091.1	1.3e-29	101.9
0000304239	PF13091.1	2.8e-28	97.6
0000307024	PF13091.1	2.1e-26	91.5
0000308399	PF13091.1	4.6e-20	71.0
0000303598	PF13091.1	5.7e-12	44.9
0000300088	PF13091.1	1.1e-10	40.7
0000303714	PF13950.1	8.5e-31	105.1
0000307979	PF13950.1	6.1e-30	102.3
0000302488	PF13950.1	1.6e-21	75.4
0000303772	PF13953.1	3.8e-24	83.5
0000306079	PF13953.1	1.8e-23	81.4
0000308119	PF13953.1	2e-23	81.2
0000308113	PF13953.1	5.8e-22	76.5
0000308113	PF13954.1	2.9e-40	136.6
0000308119	PF13954.1	2.4e-38	130.4
0000303773	PF13954.1	1.2e-30	105.4
0000307112	PF13989.1	1.4e-49	166.0
0000304674	PF13995.1	4.6e-29	99.7
0000309634	PF14057.1	4.3e-196	649.6
0000305292	PF14057.1	6.1e-192	635.9
0000301586	PF14058.1	4.1e-30	104.2
0000301201	PF14058.1	1.7e-19	69.8
0000301410	3.4.21.19_6	1.9e-17	62.8
0000303777	3.4.21.72_3	1.3e-102	343.4
0000301758	3.4.21.72_3	2e-101	339.4
0000301573	TIGR00053	1.1e-20	73.2
0000308058	TIGR02116	1.3e-29	101.3
0000301573	TIGR02385	1.5e-25	88.6
0000307607	TIGR02771	2.4e-11	42.6
0000307606	TIGR02771	3.8e-11	41.9
0000301083	TIGR01593	7.1e-25	86.5
0000304102	TIGR01593	1.5e-14	53.1
0000309677	TIGR01593	2.8e-14	52.3
0000181062	K01186_172	4.1e-79	265.5
0000186036	K01186_172	3e-70	236.3
0000188495	K01186_172	2.2e-22	78.8
0000180080	K01197_243	5.7e-144	479.3
0000185297	K01197_243	8.4e-11	40.2
0000185693	K03699_483	2e-151	503.6
0000180111	K03699_483	1.1e-128	428.6
0000181045	K03699_483	3.8e-120	400.5
0000184847	K03699_483	4.2e-112	374.0
0000185840	K03699_483	4.5e-111	370.6
0000180633	K03699_483	2.2e-96	322.2
0000186659	K03699_483	1.2e-87	293.3
0000185429	K03699_483	2.8e-87	292.2
0000183939	K06972_355	0	1013.9
0000180862	K06972_355	1e-299	995.8
0000188004	K06972_355	3.9e-240	798.6
0000185226	K06972_355	6.3e-27	92.9
0000180352	K06972_355	5.9e-19	66.5
0000187393	K10815_8	1.6e-13	48.9
0000186634	K10816_8	4.1e-25	87.4
0000187394	K10816_8	6.6e-19	66.9
0000187322	K10816_8	3.9e-17	61.1
0000189970	K11013_15	8.6e-46	155.4
0000189969	K11014_24	1.3e-93	312.4
0000189968	K11015_15	4.5e-34	116.6
0000185651	K11016_57	1.6e-26	91.4
0000183790	K11016_57	1.2e-12	45.4
0000182270	K11017_55	5.1e-12	44.4
0000184945	K11021_124	4.2e-17	60.7
0000181029	K11022_5	7.9e-21	73.5
0000183334	K11022_5	3.4e-16	58.6
0000183274	K11059_3	1.8e-15	55.4
0000183274	K11060_3	3.7e-92	308.8
0000185328	K11060_3	2.3e-24	85.0
0000182210	K11060_3	3.2e-14	51.5
0000180498	K11060_3	1e-12	46.5
0000188231	K11060_3	8.6e-11	40.2
0000183274	K11061_2	3.2e-15	54.4
0000183274	K11062_2	1.6e-29	101.9
0000183743	K11062_2	2e-21	75.2
0000182808	K11062_2	7.7e-18	63.3
0000183072	K11062_2	3e-13	48.1
0000185328	K11062_2	6.3e-11	40.5
0000181200	K11063_6	5.3e-54	182.0
0000188824	K11063_6	1.1e-16	58.2
0000181019	K11063_6	5.1e-16	55.9
0000182655	K11063_6	4.4e-15	52.8
0000186504	K11063_6	2.7e-14	50.2
0000182266	K12340_892	2.1e-76	256.6
0000185755	K12340_892	3.1e-58	196.7
0000183338	K12340_892	1.2e-56	191.4
0000189882	K12340_892	7.7e-47	159.1
0000186877	K12340_892	7e-45	152.7
0000189860	K12340_892	1.2e-40	138.8
0000183310	K12340_892	1.2e-38	132.2
0000181180	K12340_892	9.5e-27	92.9
0000183414	K12340_892	6e-22	77.1
0000185651	K15125_378	1.3e-244	814.0
0000183790	K15125_378	3.2e-65	219.5
0000183515	K15125_378	8.6e-60	201.5
0000187198	K00457_848_95_564	3.7e-16	58.4
0000189903	K00457_848_95_564	2.4e-12	45.9
0000189118	K00457_848_95_564	8.7e-12	44.1
0000186120	PF00246.19	1.1e-42	146.0
0000188422	PF00267.16	3e-94	315.4
0000180352	PF00675.15	1.4e-18	66.5
0000185226	PF00675.15	2e-14	53.0
0000183474	PF00717.18	1.4e-17	62.5
0000187723	PF00717.18	1.4e-17	62.5
0000184599	PF00717.18	1.5e-16	59.2
0000188237	PF00717.18	1.6e-15	55.9
0000183988	PF00717.18	1.1e-14	53.2
0000184406	PF00717.18	1.4e-14	52.9
0000181477	PF00717.18	6.5e-11	41.1
0000185730	PF00801.15	7.8e-11	41.0
0000183340	PF00873.14	0	1086.9
0000185860	PF00873.14	2e-216	720.2
0000187070	PF00873.14	4.2e-194	646.2
0000181179	PF00873.14	6.7e-171	569.5
0000185756	PF00873.14	7e-150	499.9
0000181181	PF00873.14	2.6e-67	226.5
0000181185	PF00873.14	9e-37	125.4
0000188512	PF00873.14	2.1e-16	58.0
0000187802	PF00881.19	3.8e-35	120.5
0000189108	PF00881.19	7.4e-35	119.6
0000188340	PF00881.19	3.9e-33	114.0
0000182830	PF00881.19	7.7e-33	113.0
0000183852	PF00881.19	1.2e-32	112.4
0000186853	PF00881.19	2e-30	105.2
0000189476	PF00881.19	4.1e-28	97.7
0000180202	PF00881.19	4.6e-28	97.5
0000187633	PF00881.19	2.7e-26	91.7
0000189116	PF00881.19	3.9e-26	91.2
0000184994	PF00881.19	6.1e-26	90.6
0000185678	PF00881.19	2.7e-25	88.5
0000185589	PF00881.19	2.6e-13	49.5
0000181437	PF00882.13	3.3e-11	42.5
0000187198	PF00903.20	1.9e-21	75.8
0000180170	PF00903.20	3.1e-18	65.4
0000189118	PF00903.20	2.3e-15	56.1
0000189903	PF00903.20	2.8e-15	55.8
0000186852	PF00903.20	2.2e-13	49.7
0000182341	PF00903.20	2.7e-13	49.4
0000189946	PF00903.20	2.2e-11	43.2
0000186546	PF01325.14	3.1e-13	48.9
0000189569	PF01325.14	4.2e-13	48.4
0000181200	PF01473.15	4.6e-38	126.8
0000186504	PF01473.15	9.6e-22	75.3
0000182655	PF01473.15	2.4e-15	55.1
0000185927	PF01473.15	6.7e-12	44.3
0000188824	PF01473.15	7e-12	44.2
0000181550	PF01636.18	2e-19	69.7
0000183579	PF01885.11	3.3e-53	179.2
0000181126	PF01909.18	2e-13	49.9
0000180930	PF01909.18	7.1e-12	44.9
0000180803	PF02452.12	1.6e-33	114.6
0000180634	PF02452.12	5.7e-31	106.4
0000184844	PF02452.12	2.2e-30	104.5
0000185428	PF02452.12	6.9e-30	102.9
0000186546	PF02742.10	1.8e-14	52.5
0000188527	PF02742.10	3.5e-13	48.5
0000189569	PF02742.10	5.5e-13	47.8
0000189326	PF02742.10	2.4e-11	42.5
0000189284	PF03372.18	3.9e-25	88.6
0000189933	PF03372.18	9.9e-18	64.4
0000187432	PF03372.18	1.3e-17	64.0
0000187360	PF03372.18	1.9e-13	50.3
0000185760	PF03372.18	2.6e-13	49.9
0000189969	PF03372.18	1.9e-12	47.1
0000185085	PF03496.9	5e-24	84.0
0000189970	PF03498.9	5.4e-44	148.6
0000189968	PF03498.9	1.7e-34	117.8
0000181714	PF03837.9	8.7e-41	138.8
0000185109	PF04221.7	4.6e-17	60.9
0000182927	PF04221.7	1.6e-14	52.8
0000181124	PF04221.7	4.1e-13	48.3
0000185779	PF04488.10	2.2e-10	40.2
0000185734	PF05016.9	6.2e-17	61.2
0000184840	PF05016.9	1.3e-15	56.9
0000187551	PF05016.9	2.5e-14	52.8
0000189474	PF05016.9	3.8e-12	45.8
0000182928	PF05016.9	7.4e-11	41.7
0000181316	PF05105.7	6.2e-43	144.6
0000185516	PF05105.7	1.1e-31	108.4
0000185966	PF05105.7	5.2e-16	57.8
0000180352	PF05193.16	1.7e-30	105.4
0000185226	PF05193.16	2.2e-22	79.0
0000183939	PF05193.16	2.4e-19	69.1
0000180862	PF05193.16	2.3e-17	62.7
0000188004	PF05193.16	7.2e-15	54.5
0000183790	PF05594.9	2.7e-12	46.2
0000184237	PF06414.7	3.1e-11	42.2
0000181938	PF07591.6	6e-38	129.1
0000181935	PF07591.6	1.4e-27	95.6
0000181930	PF07591.6	1.5e-11	43.6
0000181940	PF07591.6	4.9e-11	42.0
0000185297	PF07691.7	3.4e-13	48.9
0000188811	PF07883.6	1.8e-18	65.2
0000184980	PF07883.6	1.6e-15	55.7
0000186495	PF07883.6	4.2e-15	54.4
0000187942	PF07883.6	2e-14	52.3
0000187423	PF07883.6	3e-14	51.7
0000188311	PF07883.6	1.1e-13	49.9
0000182120	PF07883.6	3.4e-12	45.1
0000182588	PF07883.6	6.7e-11	40.9
0000185174	PF07883.6	9e-11	40.5
0000189603	PF07883.6	1.2e-10	40.2
0000186894	PF07927.7	4.6e-17	61.1
0000183279	PF07927.7	2.8e-16	58.6
0000183939	PF08367.6	8.9e-66	220.6
0000180862	PF08367.6	4.8e-65	218.2
0000188004	PF08367.6	1.8e-44	150.8
0000188550	PF13091.1	4.5e-34	116.3
0000180298	PF13091.1	6.7e-34	115.8
0000188228	PF13091.1	1.1e-32	111.9
0000183166	PF13091.1	4.4e-30	103.4
0000187458	PF13091.1	8e-30	102.6
0000184752	PF13091.1	2.1e-29	101.2
0000182155	PF13091.1	4.6e-29	100.1
0000185332	PF13091.1	2e-27	94.8
0000182873	PF13091.1	3.9e-19	68.0
0000186689	PF13091.1	3.1e-18	65.1
0000181466	PF13091.1	4.8e-18	64.5
0000180079	PF13091.1	1.4e-12	46.9
0000188678	PF13950.1	1.4e-32	110.9
0000185550	PF13950.1	1.7e-32	110.5
0000181546	PF13950.1	2.1e-31	107.0
0000187211	PF13950.1	4.9e-17	61.0
0000185212	PF13964.1	4.3e-15	54.6
0000181818	PF13980.1	1.1e-34	117.5
0000187504	PF14045.1	1e-67	227.2
0000183296	PF14052.1	2.1e-97	326.2
0000182370	PF14057.1	5e-195	646.1
0000188749	PF14057.1	7.2e-195	645.6
0000185110	TIGR00053	2e-23	81.9
0000187198	TIGR01263	3.1e-14	52.3
0000189903	TIGR01263	1.1e-10	40.6
0000181123	TIGR02116	4.7e-14	51.5
0000185110	TIGR02385	3.5e-27	93.8
0000181316	TIGR01593	4.4e-27	93.6
0000185516	TIGR01593	1.4e-24	85.6
0000185966	TIGR01593	7.9e-15	54.0
0000153670	K01186_172	2.4e-16	59.0
0000151181	K03699_483	1.9e-132	441.0
0000151964	K03699_483	5.2e-118	393.4
0000154090	K03699_483	5e-105	350.7
0000153890	K03699_483	6e-87	291.1
0000156383	K06972_355	2.6e-298	991.2
0000155041	K06972_355	2.5e-295	981.3
