ASV	D1	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D2	D20	D21	D22	D23	D24	D25	D26	D27	D28	D29	D3	D30	D31	D32	D33	D34	D35	D36	D37	D38	D39	D4	D40	D41	D42	D43	D5	D6	D7	D8	D9	D_1	HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	HC_10	HC_11	HC_12	HC_13	HC_14	HC_15	HC_16	HC_17	HC_18	HC_19	HC_20	HC_21	HC_22	HC_23	HC_24	HV_1	HV_2	HV_3	HV_4	HV_5	HV_6	HV_7	HV_8	HV_9	HV_10	HV_11	HV_12	HV_13	HV_14	HV_15	HV_16	HV_17	HV_18	HV_19	HV_20	HV_21	HV_22	HV_23	HV_24	Best_Hit_ARO	Model_type	Drug_Class	Resistance_Mechanism	AMR_Gene.Family	Best_Identities	Percentage_Length.of.Reference.Sequence	Note	Length_AA	Gene_name	Contig_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KEGG_ID	KEGGFUN	KEGGPATH	COG_ID	COGFUN	COGPATH	PFAM	Drug_Class_multi	Resistance_Mechanism_multi	Strain
human_megahit_136241_3-1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0.342	0.093	0.297	0.218	0	0.046	0.084	0	0	0.015	0.081	0.485	0.024	0.071	0	0.125	0.097	0.146	0	0.127	0.025	0	0.987	0.249	1.849	0.498	0.067	0	0	0	0.974	0.383	0.428	0.062	0	0.029	4.498	6.793	0.388	0.555	0	0	0.605	0.077	2.95	17.828	0	0.236	mdtA	protein homolog model	aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 98.55	102.65	NA	 427	mdtA	megahit_136241	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07799*	membrane fusion protein, multidrug efflux system	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XSF7*	Efflux transporter rnd family, mfp subunit	Defense mechanisms	PF13437 [HlyD family secretion protein];PF13533 [Biotin-lipoyl like];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	aminocoumarin	antibiotic efflux	Escherichia coli
human_megahit_136241_1283-4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0.861	0.391	0.777	0.665	0	0.548	0.125	0.107	0.026	0.299	0.083	1.631	0.015	0.256	0.023	0.355	0.131	0.578	0.103	0.156	0.072	0	3.441	0.973	6.31	1.159	0.131	0.031	0.021	0.084	4.313	1.093	0.266	0.038	0	0.036	18.133	22.341	0.277	2.671	0	0.042	2.184	0.158	2.445	29.991	0	0.593	mdtB	protein homolog model	aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.52	100.00	NA	1041	mdtB	megahit_136241	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07788*	multidrug efflux pump	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0841*	Cation/multidrug efflux pump	NA	PF00873 [AcrB/AcrD/AcrF family]	aminocoumarin	antibiotic efflux	Escherichia coli
human_megahit_136241_4406-7483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0.873	0.402	0.821	0.618	0.026	0.398	0.162	0.089	0.026	0.17	0.18	1.459	0.01	0.124	0.071	0.36	0.353	0.354	0.076	0.191	0.099	0	3.748	1.009	6.596	1.389	0.317	0	0.032	0.055	3.667	0.943	1.227	0.065	0	0.037	16.313	23.003	1.513	2.996	0	0.07	2.222	0.115	12.064	30.51	0	0.712	mdtC	protein homolog model	aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.41	100.00	NA	1026	mdtC	megahit_136241	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07789*	multidrug efflux pump	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0841*	Cation/multidrug efflux pump	NA	PF00873 [AcrB/AcrD/AcrF family];PF03176 [MMPL family]	aminocoumarin	antibiotic efflux	Escherichia coli
human_megahit_142869_57735-58229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.788	2.877	0.564	0.327	0.079	0.109	2.223	2.167	9.999	0.524	2.349	0.186	2.389	1.501	1.089	2.305	1.308	0.119	3.858	1.296	0.864	9.01	6.545	0	0	0.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dfrE	protein homolog model	diaminopyrimidine	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	 98.17	100.00	NA	 165	DHFR, folA	megahit_142869	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K00287*	dihydrofolate reductase [EC:1.5.1.3]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance	COG0262*	Dihydrofolate reductase	Coenzyme metabolism	PF00186 [Dihydrofolate reductase]	diaminopyrimidine	antibiotic target replacement	Enterococcus
human_megahit_144503_589-1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	2.478	1.553	1.348	1.672	0.174	0.612	1.749	0.787	0.869	0	0.347	0.43	1.429	2.186	0.804	0.605	0.893	0.804	2.373	1.104	0.62	0.494	1.181	2.425	1.253	0.838	0.489	0.613	1.586	0.816	0.167	0.088	0.116	0.626	1.409	0.81	0	0	0	0	1.223	1.297	0	0	0	0	0.412	0.189	vanRD	protein homolog model	glycopeptide	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	100.00	100.00	NA	 233	vanRC, vanRE, vanRG	megahit_144503	Bacteria	Terrabacteria group	Firmicutes	NA	NA	NA	NA	K18349*	two-component system, OmpR family, response regulator VanR	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0745*	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription|Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00486 [Transcriptional regulatory protein, C terminal]	glycopeptide	antibiotic target alteration	unknown Firmicutes (Class)
human_megahit_152166_2030-2803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ErmQ	protein homolog model	macrolide; lincosamide; streptogramin	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	100.00	NA	 258	ermC, ermA	megahit_152166	Bacteria	Terrabacteria group	Firmicutes	NA	NA	NA	NA	K00561*	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0030*	Dimethyladenosine transferase (rRNA methylation)	Translation, ribosomal structure and biogenesis	PF00398 [Ribosomal RNA adenine dimethylase]	multi-drug	antibiotic target alteration	unknown Firmicutes (Class)
human_megahit_154577_121007-122146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384	1.042	2.586	3.137	0.142	0.307	0.012	0.362	0.195	0.393	0.167	0	0	0.558	0.54	2.326	0	0	0.051	0.41	0.239	0	1.017	0	0.035	3.205	1.32	0.125	0	0.054	0.137	6.757	1.567	7.629	0	0	2.794	2.002	2.713	39.408	0	0	2.381	1.106	2.946	21.779	0	0.464	DHA-18	protein homolog model	cephalosporin; cephamycin	antibiotic inactivation	DHA beta-lactamase	 99.47	100.00	NA	 380	blaDHA	megahit_154577	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA	K19100*	beta-lactamase class C DHA [EC:3.5.2.6]	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	NA	NA	NA	PF00144 [Beta-lactamase]	multi-drug	antibiotic inactivation	unknown Enterobacterales (Order)
human_megahit_158524_85-714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427	0	0	0	0.22	0	0	0	0.058	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dfrA17	protein homolog model	diaminopyrimidine	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	 99.36	133.12	NA	 210	dfrA1, dhfr	megahit_158524	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18589*	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0262*	Dihydrofolate reductase	Coenzyme metabolism	PF00186 [Dihydrofolate reductase]	diaminopyrimidine	antibiotic target replacement	unknown Enterobacteriaceae (Family)
human_megahit_160767_7515-7862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0.106	0	0	0	0	0	0	7.354	0	0	marA	protein homolog model	fluoroquinolone; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline; rifamycin; phenicol; triclosan; penem	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	 99.13	 90.55	NA	 116	marA	megahit_160767	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K13632*	AraC family transcriptional regulator, mar-sox-rob regulon activator	Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG4111IUP	May be a transcriptional activator of genes involved in the multiple antibiotic resistance (Mar) phenotype. It can also activate genes such as sodA, zwf and micF	Transcription	PF00165 [Bacterial regulatory helix-turn-helix proteins, AraC family];PF12833 [Helix-turn-helix domain]	multi-drug	multi-mech	Escherichia coli
human_megahit_162879_15774-16406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0	0.107	0.095	0.11	0.416	0.246	0	0	0	0.059	0.301	0	0	0.057	0.057	0.092	1.296	0	0	0	0	0	1.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275	0.029	0	0	0	0	0	0.025	0	0	0	CRP	protein homolog model	macrolide; fluoroquinolone; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.05	100.00	NA	 211	crp	megahit_162879	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K10914*	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli | Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0664*	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	Signal transduction mechanisms	PF00027 [Cyclic nucleotide-binding domain];PF13545 [Crp-like helix-turn-helix domain]	multi-drug	antibiotic efflux	unknown Enterobacteriaceae (Family)
human_megahit_170356_3417-3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ramA	protein homolog model	fluoroquinolone; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline; rifamycin; phenicol; triclosan; penem	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	 99.19	100.00	NA	 125	ramA	megahit_170356	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	K18325*	AraC family of transcriptional regulator, multidrug resistance transcriptional activator	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG2207	AraC-type DNA-binding domain-containing proteins	Transcription	PF00165 [Bacterial regulatory helix-turn-helix proteins, AraC family];PF12833 [Helix-turn-helix domain]	multi-drug	multi-mech	unknown Enterobacter (Genus)
human_megahit_172086_210-1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	2.585	0.92	0.894	1.521	0.275	0.64	1.563	1.085	0.098	0.018	0.704	0.505	1.355	1.322	0.421	0.028	1.054	1.007	3.442	1.339	0.715	0.653	0.51	3.237	1.967	1.704	0.414	0.692	1.331	0.836	0	0.079	0.039	0.444	0.936	0.585	0	0	0	0	1.092	1.421	0	0	0	0	0.31	0.549	vanD	protein homolog model	glycopeptide	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase	100.00	100.00	NA	 344	vanB, vanA, vanD	megahit_172086	Bacteria	Terrabacteria group	Firmicutes	NA	NA	NA	NA	K15739*	D-alanine---(R)-lactate ligase [EC:6.1.2.1]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1181*	D-alanine-D-alanine ligase and related ATP-grasp enzymes	Cell envelope biogenesis, outer membrane	PF01820 [D-ala D-ala ligase N-terminus];PF07478 [D-ala D-ala ligase C-terminus]	glycopeptide	antibiotic target alteration	unknown Firmicutes (Class)
human_megahit_172086_1247-1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	2.844	1.114	1.218	1.489	0.665	0.479	1.478	0.839	0	0.061	0.455	0.757	1.691	1.105	0.268	0.048	1.171	1.175	3.928	1.968	0.948	0.621	1.182	3.363	1.994	1.924	0.927	0.626	1.196	1.012	0.096	0	0	0.294	1.205	0.712	0	0	0	0	1.244	1.272	0	0	0	0	0.604	0.807	vanXD	protein homolog model	glycopeptide	antibiotic target alteration	vanX; glycopeptide resistance gene cluster	100.00	100.00	NA	 203	vanX	megahit_172086	Bacteria	Terrabacteria group	Firmicutes	NA	NA	NA	NA	K08641*	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG2173*	D-alanyl-D-alanine dipeptidase	Cell envelope biogenesis, outer membrane	PF01427 [D-ala-D-ala dipeptidase]	glycopeptide	antibiotic target alteration	unknown Firmicutes (Class)
human_megahit_178604_972-1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373	1.058	0.615	1.502	0.632	0	0.657	0.487	0.19	0.098	0.226	0.293	1.985	0.037	0.308	0	0.176	0.215	0.576	0.071	0.049	0.039	0	3.393	1.5	5.529	0.958	0.785	0	0.08	0.074	4.755	1.135	5.246	0.192	0	0.046	20.685	23.163	4.669	2.891	0	0.279	2.214	0.048	32.189	44.56	0	0.457	H-NS	protein homolog model	macrolide; fluoroquinolone; cephalosporin; cephamycin; penam; tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.00	NA	 138	hns	megahit_178604	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	K03746*	DNA-binding protein H-NS	Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG2916*	DNA-binding protein H-NS	General function prediction only	PF00816 [H-NS histone family]	multi-drug	antibiotic efflux	unknown Escherichia (Genus)
human_megahit_195116_29-1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Klebsiella pneumoniae KpnG	protein homolog model	macrolide; fluoroquinolone; aminoglycoside; carbapenem; cephalosporin; penam; peptide; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 95.90	100.00	NA	 391	emrA	megahit_195116	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	K03543*	membrane fusion protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1566*	Multidrug resistance efflux pump	NA	PF00529 [HlyD membrane-fusion protein of T1SS];PF13437 [HlyD family secretion protein];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	multi-drug	antibiotic efflux	unknown Klebsiella (Genus)
human_megahit_195133_149-985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0.369	0	0	0	0.351	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0.144	0	0	0	0	0	0.024	0	0	0	0	0	2.822	0	0	0	0	0	0	0	30.534	0	0	APH(6)-Id	protein homolog model	aminoglycoside	antibiotic inactivation	APH(6)	 99.64	100.00	NA	 279	strB	megahit_195133	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K04343*	streptomycin 6-kinase [EC:2.7.1.72]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG3570*	Streptomycin 6-kinase	NA	PF04655 [Aminoglycoside/hydroxyurea antibiotic resistance kinase]	aminoglycoside	antibiotic inactivation	unknown Enterobacteriaceae (Family)
human_megahit_195133_1849-2664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0.774	0	0.025	0	0.254	0	0.019	0	0.044	0	0	0	0	0	0.039	0	0	0	0	0.296	0	0	0	0	0	0.2	0	0	0	0	0	2.234	0	0	0	0	0	0	0	31.537	0	0	sul2	protein homolog model	sulfonamide	antibiotic target replacement	sulfonamide resistant sul	 99.63	100.00	NA	 272	sul2	megahit_195133	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18824*	dihydropteroate synthase type 2 [EC:2.5.1.15]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0294*	Dihydropteroate synthase and related enzymes	Coenzyme metabolism	PF00809 [Pterin binding enzyme]	sulfonamide	antibiotic target replacement	unknown Enterobacteriaceae (Family)
human_megahit_205385_361-1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.336	13.729	8.919	14.388	13.172	7.814	7.593	11.699	6.373	18.582	4.895	7.142	9.852	13.734	11.01	20.195	19.167	6.104	12.377	16.889	7.538	24.04	24.29	10.239	15.013	14.541	11.25	9.915	6.631	9.216	8.673	1.996	4.535	1.43	6.977	7.861	8.807	0	0.026	0	0.138	6.347	8.031	0	0	0	0.029	8.791	7.337	tet(40)	protein homolog model	tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 98.28	100.00	NA	 407	tetP_A, tet40	megahit_205385	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	NA	NA	K18214*	MFS transporter, DHA3 family, tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410XRTR*	Major Facilitator superfamily	Carbohydrate transport and metabolism	PF07690 [Major Facilitator Superfamily]	tetracycline	antibiotic efflux	unknown Eubacteriales (Family)
human_megahit_209366_50764-51315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974	0	1.853	1.643	16.77	12.958	0.511	0	1.137	9.339	22.131	28.111	6.154	6.591	4.694	10.454	38.146	20.37	8.801	39.603	33.823	22.933	35.691	21.926	0	1.499	0	0	0	0	0	7.884	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	AAC(6')-Iih	protein homolog model	aminoglycoside	antibiotic inactivation	AAC(6')	100.00	100.00	NA	 184	aac6-I	megahit_209366	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K18815*	aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG4111TEY*	Aminoglycoside N6-acetyltransferase	Function unknown	PF00583 [Acetyltransferase (GNAT) family]	aminoglycoside	antibiotic inactivation	Enterococcus
human_megahit_210467_5481-5894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391	0	0	0	0	0	0.141	0	0	0	0	0.334	0	0	0.088	0.088	0	0.301	0	0	0	0	0	0.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345	0	0	0	0	0	0.048	0	0.043	0	0	H-NS	protein homolog model	macrolide; fluoroquinolone; cephalosporin; cephamycin; penam; tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	 95.62	100.00	NA	 138	hns	megahit_210467	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K03746*	DNA-binding protein H-NS	Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG2916*	DNA-binding protein H-NS	General function prediction only	PF00816 [H-NS histone family]	multi-drug	antibiotic efflux	unknown Enterobacteriaceae (Family)
human_megahit_211100_3474-4631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273	0.705	0.688	1.004	0.392	0	0.621	0.395	0.102	0.105	0.242	0.045	1.541	0.027	0.393	0.031	0.856	0.2	0.677	0.114	0.14	0.028	0	4.033	0.913	5.449	1.578	0.517	0	0.029	0.053	5.605	0.865	1.858	0.12	0	0.065	20.153	26.773	1.733	3.295	0	0.085	2.42	0.238	16.919	37.555	0	0.849	Escherichia coli ampH beta-lactamase	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	 99.74	100.00	NA	 386	ampH	megahit_211100	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18988*	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]	Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	multi-drug	antibiotic inactivation	Escherichia coli
