genome,completeness,contamination,strain_heterogeneity,length,N50
human1_concoct_10_refined_2_Bin_8_3-contigs.fa,63.3,0.53,50.0,1933870,3464
human1_concoct_10_refined_2_Bin_8_4_1-contigs.fa,55.58,0.32,0.0,1935262,2850
human1_concoct_10_refined_2_Bin_8_5-contigs.fa,0.0,0.0,0.0,1014548,3700
human1_concoct_10_refined_2_Bin_8_6_1-contigs.fa,80.29,1.79,50.0,5276938,6514
human1_concoct_10_refined_2_Bin_8_7-contigs.fa,37.87,0.0,0.0,741945,2432
human1_concoct_10_refined_2_Bin_8_8-contigs.fa,15.52,0.0,0.0,843226,2471
human1_concoct_10_refined_2_Bin_9_10_1-contigs.fa,95.7,0.0,0.0,1727880,117933
human1_concoct_10_refined_2_Bin_9_11-contigs.fa,98.95,0.0,0.0,1596752,362801
human1_concoct_10_refined_2_Bin_9_12_1-contigs.fa,99.62,0.51,0.0,4771357,131412
human1_concoct_10_refined_2_Bin_9_13_1-contigs.fa,85.09,0.0,0.0,1252340,264899
human1_concoct_10_refined_2_Bin_9_14_1-contigs.fa,96.11,0.0,0.0,1229859,189532
human1_concoct_10_refined_2_Bin_9_15_1-contigs.fa,92.29,2.83,100.0,3978805,51700
human1_concoct_10_refined_2_Bin_9_16_1-contigs.fa,95.75,4.1,100.0,4294095,83979
human1_concoct_10_refined_2_Bin_9_17-contigs.fa,95.64,0.67,0.0,2334237,120742
human1_concoct_10_refined_2_Bin_9_18_1-contigs.fa,99.33,0.0,0.0,2830866,69221
human1_concoct_10_refined_2_Bin_9_19_1-contigs.fa,94.79,1.62,42.86,4723381,90798
human1_concoct_10_refined_2_Bin_9_1_1-contigs.fa,97.99,2.35,0.0,2260794,155262
human1_concoct_10_refined_2_Bin_9_2-contigs.fa,82.12,0.94,33.33,2405726,44802
human1_concoct_10_refined_2_Bin_9_20_1-contigs.fa,95.97,1.28,75.0,3203881,22632
human1_concoct_10_refined_2_Bin_9_21-contigs.fa,17.26,2.68,0.0,1118220,57044
human1_concoct_10_refined_2_Bin_9_22_1-contigs.fa,85.18,9.05,9.68,2791659,53272
human1_concoct_10_refined_2_Bin_9_23_1-contigs.fa,89.93,0.0,0.0,2235353,28521
human1_concoct_10_refined_2_Bin_9_24_1-contigs.fa,88.03,4.09,42.86,2631745,35350
human1_concoct_10_refined_2_Bin_9_25-contigs.fa,68.05,8.57,35.29,2227993,16358
human1_concoct_10_refined_2_Bin_9_26_1-contigs.fa,94.28,0.32,0.0,3853741,137006
human1_concoct_10_refined_2_Bin_9_27-contigs.fa,90.29,0.85,0.0,5780685,110054
human1_concoct_10_refined_2_Bin_9_3_1-contigs.fa,96.5,0.0,0.0,1859057,114142
human1_concoct_10_refined_2_Bin_9_4_1-contigs.fa,97.52,1.42,0.0,1361142,146590
human1_concoct_10_refined_2_Bin_9_5_1-contigs.fa,36.84,0.0,0.0,498783,498783
human1_concoct_10_refined_2_Bin_9_6-contigs.fa,89.36,0.0,0.0,2055837,158474
human1_concoct_10_refined_2_Bin_9_7_1-contigs.fa,95.73,0.0,0.0,1433698,229860
human1_concoct_10_refined_2_Bin_9_8_1-contigs.fa,97.99,1.34,20.0,2648460,49931
human1_concoct_10_refined_2_Bin_9_9_1-contigs.fa,99.63,0.0,0.0,2862786,65324
