Gene_1	Gene_2	Gene_1_group	Gene_2_group	Identity	end_match	full_length_match
D43_maxbin.022.fasta.contigs_01209	D43_maxbin.075.fasta.contigs_01269	AG	BF	91.533	no	no
D43_maxbin.022.fasta.contigs_01314	D43_maxbin.075.fasta.contigs_00079	AG	BF	97.046	no	no
D43_maxbin.027.fasta.contigs_00441	D38_maxbin.013.fasta.contigs_01844	A	AL	99.137	no	no
D43_maxbin.027.fasta.contigs_00495	D43_maxbin.057.fasta.contigs_01526	A	BG	95.513	yes	no
D43_maxbin.027.fasta.contigs_00544	C-1_maxbin.005.fasta.contigs_00019	A	D	99.537	no	no
D43_maxbin.027.fasta.contigs_00780	C-1_maxbin.038.fasta.contigs_01687	A	V	84.191	no	no
D43_maxbin.029.fasta.contigs_00167	C-1_maxbin.039.fasta_sub.contigs_00083	AJ	W	74.003	no	no
D43_maxbin.029.fasta.contigs_00230	D43_maxbin.061.fasta.contigs_00249	AJ	BE	81.831	no	no
D43_maxbin.029.fasta.contigs_00321	D43_maxbin.048.fasta.contigs_01235	AJ	BE	79.37	no	no
D43_maxbin.029.fasta.contigs_00432	D38_maxbin.004.fasta.contigs_00160	AJ	U	98.33	no	no
D43_maxbin.029.fasta.contigs_00475	D43_maxbin.002.fasta.contigs_00011	AJ	AM	97.778	yes	no
D43_maxbin.029.fasta.contigs_00536	D38_maxbin.004.fasta.contigs_00114	AJ	U	100.0	no	yes
D43_maxbin.029.fasta.contigs_00563	D38_maxbin.001.fasta.contigs_00561	AJ	AG	87.749	no	no
D43_maxbin.029.fasta.contigs_00650	D38_maxbin.001.fasta.contigs_01323	AJ	AG	87.705	no	no
D43_maxbin.029.fasta.contigs_00661	D43_maxbin.061.fasta.contigs_01093	AJ	BE	83.858	no	no
D43_maxbin.029.fasta.contigs_00786	D38_maxbin.001.fasta.contigs_01721	AJ	AG	100.0	no	yes
D43_maxbin.029.fasta.contigs_00804	D38_maxbin.004.fasta.contigs_01592	AJ	U	100.0	no	yes
D43_maxbin.029.fasta.contigs_00828	D43_maxbin.061.fasta.contigs_00721	AJ	BE	89.0	no	no
D43_maxbin.029.fasta.contigs_00845	D43_maxbin.057.fasta.contigs_01655	AJ	BG	92.237	no	no
D43_maxbin.029.fasta.contigs_00996	D38_maxbin.001.fasta.contigs_01337	AJ	AG	100.0	no	yes
D43_maxbin.029.fasta.contigs_01005	D38_maxbin.001.fasta.contigs_01332	AJ	AG	100.0	no	yes
D43_maxbin.029.fasta.contigs_01186	D38_maxbin.001.fasta.contigs_01326	AJ	AG	93.778	no	yes
D43_maxbin.029.fasta.contigs_01506	D43_maxbin.061.fasta.contigs_00941	AJ	BE	85.024	no	yes
D43_maxbin.029.fasta.contigs_01507	D43_maxbin.061.fasta.contigs_00940	AJ	BE	84.491	no	yes
D43_maxbin.034.fasta.contigs_00036	C-1_metabat2.18.fa_sub.contigs_00164	A	Q	74.356	no	no
D43_maxbin.034.fasta.contigs_00105	D43_maxbin.085.fasta.contigs_01718	A	BL	88.353	no	no
D43_maxbin.034.fasta.contigs_00277	D43_maxbin.084.fasta.contigs_01653	A	I	80.0	no	yes
D43_maxbin.034.fasta.contigs_00282	D43_maxbin.018.fasta.contigs_00952	A	D	87.324	no	no
D43_maxbin.034.fasta.contigs_00351	D43_maxbin.035.fasta.contigs_02033	A	AZ	88.81	no	no
D43_maxbin.034.fasta.contigs_00353	D43_maxbin.018.fasta.contigs_00952	A	D	80.872	no	no
D43_maxbin.034.fasta.contigs_00364	C-1_maxbin.030.fasta.contigs_03275	A	R	97.355	no	no
D43_maxbin.034.fasta.contigs_00615	D43_maxbin.035.fasta.contigs_00644	A	AZ	83.306	no	yes
D43_maxbin.034.fasta.contigs_00617	D43_maxbin.066.fasta.contigs_00692	A	AE	96.183	yes	no
D43_maxbin.034.fasta.contigs_00618	D43_maxbin.067.fasta.contigs_00623	A	O	83.631	yes	no
D43_maxbin.034.fasta.contigs_00660	D43_maxbin.035.fasta.contigs_01255	A	AZ	92.748	yes	no
D43_maxbin.034.fasta.contigs_00746	D43_maxbin.066.fasta.contigs_00695	A	AE	94.704	no	no
D43_maxbin.034.fasta.contigs_00767	D43_maxbin.067.fasta.contigs_00374	A	O	81.006	no	yes
D43_maxbin.034.fasta.contigs_00803	D38_maxbin.011.fasta.contigs_03355	A	AK	89.434	no	no
D43_maxbin.034.fasta.contigs_00852	D43_maxbin.066.fasta.contigs_00445	A	AE	99.034	no	yes
D43_maxbin.034.fasta.contigs_00853	D38_maxbin.008.fasta.contigs_02222	A	AK	96.949	no	yes
D43_maxbin.034.fasta.contigs_00854	D38_maxbin.008.fasta.contigs_02223	A	AK	95.833	no	yes
D43_maxbin.034.fasta.contigs_00868	C-1_maxbin.015.fasta.contigs_02421	A	H	92.174	no	no
D43_maxbin.034.fasta.contigs_00895	C-1_maxbin.004.fasta.contigs_00348	A	C	89.85	yes	no
D43_maxbin.034.fasta.contigs_00930	D38_maxbin.010.fasta.contigs_04996	A	G	91.605	no	yes
D43_maxbin.034.fasta.contigs_00931	D38_maxbin.010.fasta.contigs_04997	A	G	91.784	no	yes
D43_maxbin.034.fasta.contigs_00965	C-1_maxbin.005.fasta.contigs_00488	A	D	90.821	no	no
D43_maxbin.034.fasta.contigs_00966	D38_maxbin.011.fasta.contigs_01825	A	AK	89.815	no	yes
D43_maxbin.034.fasta.contigs_00984	D43_maxbin.047.fasta.contigs_01734	A	BD	94.656	no	no
D43_maxbin.034.fasta.contigs_00996	C-1_maxbin.018.fasta.contigs_02085	A	K	77.825	no	no
D43_maxbin.034.fasta.contigs_00999	D43_maxbin.035.fasta.contigs_02033	A	AZ	93.24	no	no
D43_maxbin.034.fasta.contigs_01293	C-1_maxbin.015.fasta.contigs_01607	A	H	88.642	no	no
D43_maxbin.034.fasta.contigs_01294	C-1_maxbin.024.fasta.contigs_00366	A	O	82.71	no	no
D43_maxbin.034.fasta.contigs_01315	D43_maxbin.035.fasta.contigs_02301	A	AZ	93.743	yes	no
D43_maxbin.034.fasta.contigs_01349	C-1_maxbin.026.fasta_sub.contigs_00064	A	Q	75.226	no	no
D43_maxbin.034.fasta.contigs_01355	C-1_maxbin.035.fasta.contigs_00106	A	T	80.074	no	no
D43_maxbin.034.fasta.contigs_01362	C-1_maxbin.016.fasta.contigs_00554	A	I	86.617	no	no
D43_maxbin.034.fasta.contigs_01379	C-1_maxbin.016.fasta.contigs_00923	A	I	80.931	no	no
D43_maxbin.034.fasta.contigs_01437	D43_maxbin.085.fasta.contigs_01439	A	BL	88.63	no	no
D43_maxbin.034.fasta.contigs_01438	D43_maxbin.085.fasta.contigs_01440	A	BL	85.581	no	no
D43_maxbin.034.fasta.contigs_01480	D43_maxbin.035.fasta.contigs_00456	A	AZ	82.878	no	no
D43_maxbin.034.fasta.contigs_01481	D43_maxbin.035.fasta.contigs_00458	A	AZ	86.001	no	no
D43_maxbin.034.fasta.contigs_01533	C-1_maxbin.015.fasta.contigs_00377	A	H	82.792	no	no
D43_maxbin.034.fasta.contigs_01544	C-1_maxbin.015.fasta.contigs_02440	A	H	86.747	no	yes
D43_maxbin.034.fasta.contigs_01545	C-1_maxbin.015.fasta.contigs_01862	A	H	85.484	no	no
D43_maxbin.034.fasta.contigs_01704	C-1_maxbin.004.fasta.contigs_02427	A	C	82.31	no	no
D43_maxbin.034.fasta.contigs_01705	C-1_maxbin.023.fasta.contigs_01323	A	N	83.13	no	yes
D43_maxbin.034.fasta.contigs_01765	C-1_maxbin.019.fasta.contigs_00207	A	L	77.897	no	no
D43_maxbin.034.fasta.contigs_01780	C-1_maxbin.016.fasta.contigs_01536	A	I	98.172	no	yes
D43_maxbin.034.fasta.contigs_01809	D38_maxbin.009.fasta.contigs_01492	A	E	83.81	no	no
D43_maxbin.034.fasta.contigs_01818	D38_maxbin.011.fasta.contigs_03328	A	AK	90.515	no	no
D43_maxbin.034.fasta.contigs_01914	C-1_maxbin.004.fasta.contigs_01961	A	C	89.301	no	yes
D43_maxbin.034.fasta.contigs_01915	C-1_maxbin.004.fasta.contigs_01960	A	C	91.061	no	yes
D43_maxbin.034.fasta.contigs_02007	D38_maxbin.011.fasta.contigs_03430	A	AK	96.27	yes	no
D43_maxbin.034.fasta.contigs_02009	D43_maxbin.018.fasta.contigs_00952	A	D	88.498	no	no
D43_maxbin.034.fasta.contigs_02246	C-1_maxbin.004.fasta.contigs_01248	A	C	85.294	no	no
D43_maxbin.034.fasta.contigs_02253	D43_maxbin.047.fasta.contigs_02462	A	BD	92.927	no	yes
D43_maxbin.034.fasta.contigs_02271	D38_maxbin.009.fasta.contigs_01804	A	E	96.806	no	no
D43_maxbin.034.fasta.contigs_02357	C-1_maxbin.004.fasta.contigs_01961	A	C	90.757	no	yes
D43_maxbin.034.fasta.contigs_02377	C-1_maxbin.004.fasta.contigs_01960	A	C	87.279	no	no
D43_maxbin.034.fasta.contigs_02381	C-1_maxbin.015.fasta.contigs_02327	A	H	83.602	no	no
D43_maxbin.034.fasta.contigs_02407	D38_maxbin.008.fasta.contigs_00613	A	AK	100.0	no	yes
D43_maxbin.038.fasta.contigs_00140	D43_maxbin.071.fasta.contigs_01567	BA	BJ	82.1	no	yes
D43_maxbin.038.fasta.contigs_00214	C-1_maxbin.046.fasta.contigs_00258	BA	Y	100.0	no	yes
D43_maxbin.038.fasta.contigs_00524	D43_maxbin.043.fasta.contigs_01062	BA	BB	90.493	yes	no
D43_maxbin.038.fasta.contigs_00807	D43_maxbin.081.fasta_sub.contigs_00503	BA	BK	81.797	no	no
D43_maxbin.038.fasta.contigs_00970	D43_maxbin.143.fasta.contigs_00404	BA	BP	87.613	no	yes
D43_maxbin.038.fasta.contigs_00993	D43_maxbin.143.fasta.contigs_00181	BA	BP	90.741	no	no
D43_maxbin.038.fasta.contigs_01069	D43_maxbin.071.fasta.contigs_01024	BA	BJ	93.961	no	yes
D43_maxbin.038.fasta.contigs_01071	D43_maxbin.071.fasta.contigs_01022	BA	BJ	92.556	no	yes
D43_maxbin.038.fasta.contigs_01072	D43_maxbin.071.fasta.contigs_01021	BA	BJ	94.565	no	yes
D43_maxbin.038.fasta.contigs_01361	D43_maxbin.026.fasta.contigs_00670	BA	AV	94.444	no	yes
D43_maxbin.038.fasta.contigs_01362	D43_maxbin.072.fasta.contigs_01817	BA	Y	84.87	no	yes
D43_maxbin.038.fasta.contigs_01403	D43_maxbin.071.fasta.contigs_01453	BA	BJ	83.333	no	no
D43_maxbin.038.fasta.contigs_01464	D43_maxbin.081.fasta_sub.contigs_00915	BA	BK	84.674	no	yes
D43_maxbin.038.fasta.contigs_01705	D43_maxbin.026.fasta.contigs_01366	BA	AV	92.938	no	no
D43_maxbin.038.fasta.contigs_01794	D43_maxbin.026.fasta.contigs_01366	BA	AV	92.373	no	no
D43_maxbin.041.fasta.contigs_00045	D43_maxbin.062.fasta.contigs_03202	Q	C	81.881	no	no
D43_maxbin.041.fasta.contigs_00069	C-1_maxbin.005.fasta.contigs_01340	Q	D	82.143	no	no
D43_maxbin.041.fasta.contigs_00070	D43_maxbin.025.fasta.contigs_01485	Q	AU	82.093	no	no
D43_maxbin.041.fasta.contigs_00179	C-1_metabat2.43.fa.contigs_00243	Q	AD	82.952	no	no
D43_maxbin.041.fasta.contigs_00253	D43_maxbin.065.fasta.contigs_02645	Q	BH	80.83	no	no
D43_maxbin.041.fasta.contigs_00285	D43_maxbin.120.fasta.contigs_04254	Q	AQ	80.081	no	no
D43_maxbin.041.fasta.contigs_00286	D43_maxbin.007.fasta.contigs_01540	Q	AQ	80.706	no	no
D43_maxbin.041.fasta.contigs_00395	D43_maxbin.047.fasta.contigs_01013	Q	BD	80.916	no	yes
D43_maxbin.041.fasta.contigs_00406	D43_maxbin.007.fasta.contigs_01436	Q	AQ	82.176	no	no
D43_maxbin.041.fasta.contigs_00467	C-1_maxbin.005.fasta.contigs_03744	Q	D	100.0	yes	no
D43_maxbin.041.fasta.contigs_00497	D43_maxbin.007.fasta.contigs_01557	Q	AQ	84.366	no	no
D43_maxbin.041.fasta.contigs_00524	D43_maxbin.018.fasta.contigs_02115	Q	D	79.794	no	no
D43_maxbin.041.fasta.contigs_00593	D43_maxbin.065.fasta.contigs_00165	Q	BH	81.17	no	no
D43_maxbin.041.fasta.contigs_00615	D43_maxbin.120.fasta.contigs_03446	Q	AQ	81.604	no	no
D43_maxbin.041.fasta.contigs_00663	D43_maxbin.007.fasta.contigs_00085	Q	AQ	83.158	no	no
D43_maxbin.041.fasta.contigs_00697	D43_maxbin.007.fasta.contigs_00421	Q	AQ	79.586	no	no
D43_maxbin.041.fasta.contigs_00699	D43_maxbin.047.fasta.contigs_02705	Q	BD	78.737	no	no
D43_maxbin.041.fasta.contigs_00719	C-1_maxbin.030.fasta.contigs_01821	Q	R	90.078	no	no
D43_maxbin.041.fasta.contigs_00736	D43_maxbin.007.fasta.contigs_01744	Q	AQ	89.447	no	no
D43_maxbin.041.fasta.contigs_00811	D43_maxbin.007.fasta.contigs_01258	Q	AQ	85.241	no	yes
D43_maxbin.041.fasta.contigs_00812	C-1_maxbin.041.fasta.contigs_01445	Q	X	89.325	no	yes
D43_maxbin.041.fasta.contigs_00813	D43_maxbin.007.fasta.contigs_01260	Q	AQ	91.111	no	yes
D43_maxbin.041.fasta.contigs_00814	D43_maxbin.007.fasta.contigs_01261	Q	AQ	93.003	no	yes
D43_maxbin.041.fasta.contigs_00843	C-1_maxbin.032.fasta.contigs_00094	Q	S	99.353	no	yes
D43_maxbin.041.fasta.contigs_00850	C-1_maxbin.032.fasta.contigs_00087	Q	S	98.786	no	yes
D43_maxbin.041.fasta.contigs_00853	C-1_maxbin.032.fasta.contigs_00084	Q	S	95.89	no	yes
D43_maxbin.041.fasta.contigs_00911	C-1_maxbin.032.fasta.contigs_02596	Q	S	100.0	no	yes
D43_maxbin.041.fasta.contigs_00913	C-1_maxbin.032.fasta.contigs_02594	Q	S	100.0	no	yes
D43_maxbin.041.fasta.contigs_00914	C-1_maxbin.032.fasta.contigs_02593	Q	S	99.776	no	yes
D43_maxbin.041.fasta.contigs_00915	C-1_maxbin.032.fasta.contigs_02592	Q	S	99.409	no	yes
D43_maxbin.041.fasta.contigs_01001	D43_maxbin.065.fasta.contigs_02624	Q	BH	84.774	no	yes
D43_maxbin.041.fasta.contigs_01006	D43_maxbin.047.fasta.contigs_02173	Q	BD	79.039	no	no
D43_maxbin.041.fasta.contigs_01007	C-1_maxbin.032.fasta.contigs_02497	Q	S	99.545	no	yes
D43_maxbin.041.fasta.contigs_01064	D43_maxbin.007.fasta.contigs_00466	Q	AQ	85.185	no	no
D43_maxbin.041.fasta.contigs_01175	D43_maxbin.007.fasta.contigs_03085	Q	AQ	82.132	no	no
D43_maxbin.041.fasta.contigs_01193	D43_maxbin.025.fasta.contigs_00236	Q	AU	82.188	no	no
D43_maxbin.041.fasta.contigs_01199	D43_maxbin.018.fasta.contigs_00950	Q	D	89.943	no	yes
D43_maxbin.041.fasta.contigs_01200	C-1_maxbin.030.fasta.contigs_00534	Q	R	97.068	no	no
D43_maxbin.041.fasta.contigs_01202	D43_maxbin.161.fasta.contigs_01920	Q	BS	88.596	no	no
D43_maxbin.041.fasta.contigs_01217	C-1_maxbin.041.fasta.contigs_00624	Q	X	97.577	no	yes
D43_maxbin.041.fasta.contigs_01221	C-1_maxbin.041.fasta.contigs_00622	Q	X	99.885	no	yes
D43_maxbin.041.fasta.contigs_01223	C-1_maxbin.041.fasta.contigs_00624	Q	X	97.188	no	yes
D43_maxbin.041.fasta.contigs_01309	D43_maxbin.046.fasta.contigs_01087	Q	D	83.409	no	no
D43_maxbin.041.fasta.contigs_01320	D43_maxbin.025.fasta.contigs_00522	Q	AU	84.403	no	no
D43_maxbin.041.fasta.contigs_01331	D43_maxbin.025.fasta.contigs_00616	Q	AU	84.377	no	no
D43_maxbin.041.fasta.contigs_01335	D43_maxbin.025.fasta.contigs_00612	Q	AU	83.979	no	no
D43_maxbin.041.fasta.contigs_01339	D43_maxbin.025.fasta.contigs_00608	Q	AU	86.105	no	no
D43_maxbin.041.fasta.contigs_01343	D43_maxbin.025.fasta.contigs_00605	Q	AU	84.288	no	no
D43_maxbin.041.fasta.contigs_01346	D43_maxbin.025.fasta.contigs_00603	Q	AU	86.56	no	no
D43_maxbin.041.fasta.contigs_01347	D43_maxbin.025.fasta.contigs_00597	Q	AU	82.757	no	no
D43_maxbin.041.fasta.contigs_01360	C-1_maxbin.005.fasta.contigs_00713	Q	D	79.592	no	no
D43_maxbin.041.fasta.contigs_01383	C-1_maxbin.030.fasta.contigs_02616	Q	R	99.145	no	yes
D43_maxbin.041.fasta.contigs_01384	C-1_maxbin.030.fasta.contigs_02617	Q	R	99.181	no	yes
D43_maxbin.041.fasta.contigs_01473	C-1_maxbin.032.fasta.contigs_00964	Q	S	82.945	no	no
D43_maxbin.041.fasta.contigs_01538	C-1_metabat2.104.fa.contigs_00220	Q	AC	80.704	no	no
D43_maxbin.041.fasta.contigs_01611	C-1_maxbin.032.fasta.contigs_01789	Q	S	99.278	no	yes
D43_maxbin.041.fasta.contigs_01622	D43_maxbin.007.fasta.contigs_00125	Q	AQ	94.961	no	yes
D43_maxbin.041.fasta.contigs_01850	D43_maxbin.018.fasta.contigs_00229	Q	D	79.81	no	no
D43_maxbin.041.fasta.contigs_01854	D43_maxbin.018.fasta.contigs_00233	Q	D	79.625	no	no
D43_maxbin.041.fasta.contigs_01860	D43_maxbin.018.fasta.contigs_00239	Q	D	85.378	no	no
D43_maxbin.041.fasta.contigs_01862	D43_maxbin.018.fasta.contigs_00241	Q	D	83.54	no	no
D43_maxbin.041.fasta.contigs_01864	D43_maxbin.018.fasta.contigs_00243	Q	D	86.508	no	no
D43_maxbin.041.fasta.contigs_01867	D43_maxbin.018.fasta.contigs_00246	Q	D	82.576	no	no
D43_maxbin.041.fasta.contigs_01870	D43_maxbin.018.fasta.contigs_00249	Q	D	80.318	no	no
D43_maxbin.041.fasta.contigs_01970	C-1_maxbin.005.fasta.contigs_00785	Q	D	82.904	no	no
D43_maxbin.041.fasta.contigs_02080	C-1_maxbin.032.fasta.contigs_00352	Q	S	99.435	no	yes
D43_maxbin.041.fasta.contigs_02081	C-1_maxbin.032.fasta.contigs_00353	Q	S	99.032	no	yes
D43_maxbin.041.fasta.contigs_02083	C-1_maxbin.032.fasta.contigs_00355	Q	S	99.682	no	yes
D43_maxbin.041.fasta.contigs_02089	C-1_maxbin.005.fasta.contigs_02449	Q	D	82.438	no	no
D43_maxbin.041.fasta.contigs_02147	D43_maxbin.065.fasta.contigs_01959	Q	BH	81.054	no	no
D43_maxbin.041.fasta.contigs_02150	D43_maxbin.007.fasta.contigs_02590	Q	AQ	82.16	no	no
D43_maxbin.041.fasta.contigs_02175	D43_maxbin.062.fasta.contigs_00682	Q	C	89.898	no	yes
D43_maxbin.041.fasta.contigs_02176	D43_maxbin.062.fasta.contigs_00683	Q	C	84.502	no	yes
D43_maxbin.041.fasta.contigs_02178	D43_maxbin.062.fasta.contigs_00684	Q	C	78.772	no	yes
D43_maxbin.041.fasta.contigs_02180	D43_maxbin.062.fasta.contigs_00686	Q	C	81.332	no	yes
D43_maxbin.041.fasta.contigs_02188	D43_maxbin.062.fasta.contigs_00694	Q	C	88.579	no	yes
D43_maxbin.041.fasta.contigs_02190	D43_maxbin.062.fasta.contigs_00696	Q	C	80.856	no	yes
D43_maxbin.041.fasta.contigs_02191	D43_maxbin.062.fasta.contigs_00697	Q	C	86.247	no	yes
D43_maxbin.041.fasta.contigs_02192	D43_maxbin.062.fasta.contigs_00698	Q	C	84.742	no	yes
D43_maxbin.041.fasta.contigs_02194	C-1_maxbin.030.fasta.contigs_02974	Q	R	93.333	yes	no
D43_maxbin.041.fasta.contigs_02196	D43_maxbin.025.fasta.contigs_02192	Q	AU	85.87	no	yes
D43_maxbin.046.fasta.contigs_00057	D43_maxbin.065.fasta.contigs_00197	D	BH	81.901	no	no
D43_maxbin.046.fasta.contigs_00088	C-1_metabat2.79.fa.contigs_00109	D	AF	77.635	no	no
D43_maxbin.046.fasta.contigs_00123	D43_maxbin.041.fasta.contigs_01380	D	Q	93.534	no	yes
D43_maxbin.046.fasta.contigs_00221	D43_maxbin.065.fasta.contigs_02546	D	BH	92.542	no	yes
D43_maxbin.046.fasta.contigs_00323	C-1_metabat2.47.fa_sub.contigs_00327	D	AC	79.459	no	no
D43_maxbin.046.fasta.contigs_00356	D43_maxbin.065.fasta.contigs_00349	D	BH	83.492	no	no
D43_maxbin.046.fasta.contigs_00368	C-1_maxbin.032.fasta.contigs_00970	D	S	80.0	no	no
D43_maxbin.046.fasta.contigs_00370	D43_maxbin.065.fasta.contigs_00406	D	BH	79.473	no	no
D43_maxbin.046.fasta.contigs_00376	C-1_maxbin.032.fasta.contigs_00966	D	S	83.696	no	no
D43_maxbin.046.fasta.contigs_00468	D43_maxbin.047.fasta.contigs_01539	D	BD	80.855	no	no
D43_maxbin.046.fasta.contigs_00486	C-1_maxbin.032.fasta.contigs_00976	D	S	87.684	no	no
D43_maxbin.046.fasta.contigs_00498	D43_maxbin.057.fasta.contigs_00801	D	BG	80.365	no	no
D43_maxbin.046.fasta.contigs_00507	D38_maxbin.008.fasta.contigs_00478	D	AK	91.518	no	no
D43_maxbin.046.fasta.contigs_00555	D43_maxbin.065.fasta.contigs_01355	D	BH	83.864	no	no
D43_maxbin.046.fasta.contigs_00562	D43_metabat2.151.fa.contigs_00191	D	BV	80.515	no	no
D43_maxbin.046.fasta.contigs_00606	D43_maxbin.065.fasta.contigs_01023	D	BH	80.855	no	no
D43_maxbin.046.fasta.contigs_00607	D43_maxbin.084.fasta.contigs_02687	D	I	89.496	no	no
D43_maxbin.046.fasta.contigs_00608	D43_maxbin.084.fasta.contigs_03381	D	I	88.568	no	yes
D43_maxbin.046.fasta.contigs_00617	D43_maxbin.084.fasta.contigs_03084	D	I	86.737	no	yes
D43_maxbin.046.fasta.contigs_00641	C-1_maxbin.015.fasta.contigs_00068	D	H	80.247	no	no
D43_maxbin.046.fasta.contigs_00651	D43_maxbin.009.fasta.contigs_00871	D	Q	81.334	no	yes
D43_maxbin.046.fasta.contigs_00652	D43_maxbin.006.fasta.contigs_01753	D	AP	94.337	no	yes
D43_maxbin.046.fasta.contigs_00654	C-1_maxbin.004.fasta.contigs_03039	D	C	95.745	no	yes
D43_maxbin.046.fasta.contigs_00673	D43_maxbin.065.fasta.contigs_01210	D	BH	82.591	no	no
D43_maxbin.046.fasta.contigs_00683	D43_maxbin.145.fasta.contigs_01169	D	BQ	79.57	no	no
D43_maxbin.046.fasta.contigs_00725	C-1_maxbin.004.fasta.contigs_02777	D	C	81.289	no	no
D43_maxbin.046.fasta.contigs_00755	D43_maxbin.009.fasta.contigs_01241	D	Q	82.555	no	no
D43_maxbin.046.fasta.contigs_00801	D43_maxbin.025.fasta.contigs_01906	D	AU	80.787	no	no
D43_maxbin.046.fasta.contigs_00841	D43_maxbin.084.fasta.contigs_00973	D	I	91.561	no	no
D43_maxbin.046.fasta.contigs_00844	C-1_maxbin.041.fasta.contigs_00898	D	X	82.459	no	no
D43_maxbin.046.fasta.contigs_00878	C-1_maxbin.039.fasta_sub.contigs_01612	D	W	80.0	no	no
D43_maxbin.046.fasta.contigs_00892	D43_maxbin.085.fasta.contigs_03191	D	BL	76.149	no	no
D43_maxbin.046.fasta.contigs_00893	D43_maxbin.007.fasta.contigs_02845	D	AQ	84.111	no	no
D43_maxbin.046.fasta.contigs_00896	D43_maxbin.007.fasta.contigs_02847	D	AQ	86.601	no	no
D43_maxbin.046.fasta.contigs_00900	C-1_metabat2.43.fa.contigs_01058	D	AD	82.112	no	no
D43_maxbin.046.fasta.contigs_00901	C-1_metabat2.43.fa.contigs_01059	D	AD	79.763	no	no
D43_maxbin.046.fasta.contigs_00982	D43_maxbin.007.fasta.contigs_02280	D	AQ	78.442	no	no
D43_maxbin.046.fasta.contigs_01048	C-1_maxbin.032.fasta.contigs_02655	D	S	82.991	no	no
D43_maxbin.046.fasta.contigs_01068	C-1_maxbin.032.fasta.contigs_01750	D	S	84.635	no	yes
D43_maxbin.046.fasta.contigs_01069	C-1_metabat2.43.fa.contigs_00700	D	AD	83.472	no	yes
D43_maxbin.046.fasta.contigs_01073	D43_maxbin.009.fasta.contigs_01046	D	Q	98.368	no	yes
D43_maxbin.046.fasta.contigs_01074	C-1_maxbin.015.fasta.contigs_00068	D	H	87.642	no	no
D43_maxbin.046.fasta.contigs_01129	C-1_maxbin.041.fasta.contigs_01104	D	X	82.393	no	yes
D43_maxbin.046.fasta.contigs_01133	C-1_maxbin.026.fasta_sub.contigs_00526	D	Q	80.0	no	no
D43_maxbin.046.fasta.contigs_01186	D43_maxbin.107.fasta.contigs_01262	D	BN	79.493	no	no
D43_maxbin.046.fasta.contigs_01188	D43_maxbin.065.fasta.contigs_00557	D	BH	90.792	no	no
D43_maxbin.046.fasta.contigs_01215	D43_maxbin.120.fasta.contigs_04133	D	AQ	79.157	no	no
D43_maxbin.046.fasta.contigs_01239	C-1_maxbin.030.fasta.contigs_04862	D	R	83.019	no	no
D43_maxbin.046.fasta.contigs_01273	C-1_maxbin.004.fasta.contigs_02774	D	C	83.698	no	yes
D43_maxbin.046.fasta.contigs_01275	C-1_maxbin.004.fasta.contigs_02776	D	C	81.325	no	yes
D43_maxbin.046.fasta.contigs_01276	C-1_maxbin.004.fasta.contigs_02777	D	C	87.559	no	yes
D43_maxbin.046.fasta.contigs_01277	C-1_maxbin.004.fasta.contigs_02778	D	C	87.268	no	yes
D43_maxbin.046.fasta.contigs_01287	C-1_maxbin.032.fasta.contigs_00964	D	S	81.263	no	no
D43_maxbin.046.fasta.contigs_01314	D43_maxbin.065.fasta.contigs_02440	D	BH	80.648	no	no
D43_maxbin.046.fasta.contigs_01341	D43_maxbin.065.fasta.contigs_01971	D	BH	79.673	no	no
D43_maxbin.046.fasta.contigs_01342	D43_maxbin.065.fasta.contigs_01970	D	BH	80.263	no	no
D43_maxbin.046.fasta.contigs_01425	C-1_maxbin.003.fasta.contigs_02341	D	B	94.898	yes	no
D43_maxbin.046.fasta.contigs_01429	C-1_maxbin.030.fasta.contigs_04610	D	R	78.746	no	no
D43_maxbin.046.fasta.contigs_01448	D43_maxbin.041.fasta.contigs_01989	D	Q	81.691	no	no
D43_maxbin.046.fasta.contigs_01472	D43_maxbin.065.fasta.contigs_01119	D	BH	80.39	no	no
D43_maxbin.046.fasta.contigs_01484	D43_maxbin.084.fasta.contigs_02493	D	I	90.559	no	no
D43_maxbin.046.fasta.contigs_01506	D43_maxbin.065.fasta.contigs_01866	D	BH	80.263	no	no
D43_maxbin.046.fasta.contigs_01521	C-1_maxbin.015.fasta.contigs_00681	D	H	77.128	no	no
D43_maxbin.046.fasta.contigs_01533	D43_maxbin.047.fasta.contigs_00392	D	BD	82.275	no	no
D43_maxbin.046.fasta.contigs_01544	C-1_maxbin.016.fasta.contigs_00422	D	I	81.107	no	no
D43_maxbin.046.fasta.contigs_01591	D43_maxbin.007.fasta.contigs_02661	D	AQ	85.654	no	no
D43_maxbin.046.fasta.contigs_01605	C-1_maxbin.032.fasta.contigs_02063	D	S	80.667	no	no
D43_maxbin.046.fasta.contigs_01621	D43_maxbin.009.fasta.contigs_01540	D	Q	95.861	no	no
D43_maxbin.046.fasta.contigs_01675	D43_maxbin.062.fasta.contigs_01219	D	C	83.184	no	no
D43_maxbin.046.fasta.contigs_01680	D43_maxbin.062.fasta.contigs_00965	D	C	81.651	no	no
D43_maxbin.046.fasta.contigs_01705	D43_maxbin.065.fasta.contigs_01143	D	BH	79.669	no	no
D43_maxbin.046.fasta.contigs_01722	D43_maxbin.161.fasta.contigs_03260	D	BS	81.702	no	no
